text,sentiment
"Sananta mana ga dimainkan,pdhal udh fit kata coach nova..",neutral
"@lazybutlive selalu mencari kesalahan, terus dibully. Wkwkwk, sampah Indonesia. Makasih, Bang. Karena ada lu, Indonesia tidak maju. Sampah.",negative
"@cndrgilang__ berat lah, Palestine bakal abis-abisan buat lawan Hongkong",neutral
@ini_emil 😂,neutral
Akhirnya bisa dengar kabar baik tentang timnas😍❤️🤗🥳,positive
"leave a positive comment, yall!! 👏🔥",positive
🔥🔥👏,positive
Sekelas Sandy cadangan Ama mas mas liga 2 korea😂,negative
Istimewa! ❤️🤍,positive
Info... Jepang kalah 2-1 lawan Irak :v,neutral
"Mana yang hujat struick ni, penggantinya aja gtu:v",negative
"Witan nyengir mulu perasaan, kebanyakan mie instant 😂",negative
ko Dewangga gada,neutral
🔥,positive
Gak usa terlalu berharap ke timnas ntar sakit hati,negative
Keras! 🔥🔥,neutral
"Yg gw heran kok bisa line up bocor, bahkan di up oleh youtuber konten",negative
@blsynh_04 wasit nya wasit liga1 haha,neutral
Koyo ra due semangat blas lek wes kegulan taek,negative
Good game Garuda,positive
"@ahmadsyafriza Penyefong STY muncul, tidak terima fakta kalau sekelas pemain Liga 1 Belgia kalah sama pemain Liga 2 Korea.",negative
Kalo ga dukung lebih baik diem..Netizen yang suka cari kesalahan orang lain tu hidupnya udah kaya paling bener di dunia..Berjuang buat negara kaga ngebacot nomer satu.. MENJIJIKAN,positive
"@nadeowinataa klo sudah berkat, tak akan kemana!",neutral
JORDI AMAT!,positive
😭😭,neutral
Terimakasih Oman🔥,positive
BISMILAH MENANG. YU BISA MAIN KOMPAK,positive
"""legenda masa depan: ERNANDO ARI SUTARYADI ingat namanya‼️""",positive
"Mustahil lawan Jepang seri mah,, vietnam aja yg diatas kita kalah ko,, pemain kita itu kadang fokusnya suka ilang terutama lini belakang,, @shintaeyong7777 tolong pemain naturalisasi atau bukan pasang saja di posisi aslinya jngn dirubah itu membuat pemain tidak nyaman dan bingung,, seperti hubner seperti tidak ada peran nya sering kalah duel dan blunder,, pasang striker yg tinggi gunakan main bola atas seperti @m.ramadhansn ,, kita itu wajib berharap lebih kepada pemain dan pelatih klo bukan kita siapa yg mau dukung,, justru karena udh lama ga ikut event ini kita punya ekspetasi yg tinggi bukan dikatain pelatih online bodoh anda bicara seperti itu,, fans2 negara lain dan club lain juga sama pasti marah klo ga sesuai ekspetasi",negative
@lnggx_krniawn soal balapan lari msh ok ridho,neutral
@ur_secretaddmirer akun fake mental culun wkwk.,negative
😍🔥🔥,positive
Apakah one shoot one goal akan terjadi lagi,neutral
Jepang we comes🔥🔥🔥,positive
Arhan Asnawi anak emas banget ituu😂,negative
Jepang menit2 awal kyanya kecolongan gol terus. Bisa kli garuda juga niru Irak sama viet ngegolin di awal2 🙌,neutral
@zidanryd nyasar,neutral
Aliran bola behh mulus banget 😍,positive
"Witan, Egy? Mending Lilipaly, lah, STY.",negative
"Masih ada kesempatan🙌🙌🙌 maksimalkan , buktikan bahwa indonesia bisa 🔥🔥🔥🔥🔥 tombol semngat garudaa --------->>>>>>",positive
"Ketua umum PSSI pak Erick Thohir yang terhormat, kami pecinta sepak bola meminta tolong bapak langsung sodorkan perpanjangan kontrak dengan Shin Tae-yong... (Panjang, ringkasannya: minta perpanjangan kontrak STY, peningkatan kualitas liga, dan kompetitifitas timnas)",positive
🙌🙌,positive
Bismillah boys ❤️❤️❤️,positive
Live dimana?,neutral
Lebay dah pada,negative
Towel menangis dipojokan,neutral
Sudahlah... 😢😢😢,negative
"Well done, great job timnasku, sekali lg saya teriakan #TOWELOUT",negative
@bayyuuu_7 ngeri kalau kalau ngetik,neutral
🔥🔥🔥🙌,positive
🔥🔥🔥,positive
🔥👏,neutral
Asnawi 😍👏👏,positive
KUN FAYAKUN YA ALLAH SEMOGA INDO MENANG 🤲🙏,positive
🔥🔥🔥 Gasss!,positive
"Apakah akan kena sanksi karena pas konferensi pers Arhan hadir, tapi tidak dimainkan?",neutral
🔥🔥🔥,positive
The real anak emas,neutral
Tumben pemain ktrnan 7 org. Biasa nya 5.,neutral
🔥🔥🔥❤️❤️❤️❤️,positive
Yang menang siap² lawan korea 😍,positive
🔥🔥🔥,neutral
❤️❤️❤️,positive
"Pelatih itu berpengaruh. Seprofesional apa pun pelatih Indonesia, masih lebih baik pelatih profesional dari luar.",neutral
"Syukur Alhamdulillah.. terus semangat, lebih keras berlatih.. terima kasih untuk Timnas Kyrgistan 💪💪💪",positive
Semangat ❤️,positive
@alamsyahfikri509 OAT OUT OAT OUT LU AJA SONO YANG OUT BABI,negative
"Team luar biasa 👏, terkhusus Ernando selalu cekatan, dan ga ketinggalan Marselino dari lini pertahanan sampai maju ke depan. Ngeriihh🔥",positive
"Jam berapa, oi?",neutral
Namanya uji coba.ya wajar..kalah terus..😂,negative
STY kontrak 5 thn lgi Boss❤️🔥❤️,positive
Semoga berikan yg terbaik garuda ku,positive
"Permainan bagus tanpa kemenangan, hambar",negative
Ayangg😍😍❤️❤️,positive
KALAH KLAIM 100K DI #GARUDAHOKI,neutral
🔥🔥🔥,positive
@abiilyww_ gacor,positive
🔥🔥🔥,positive
🔥,positive
@joviaano sty masih buta liat kualitas shyne,negative
messi jepang vs mesi indo nih cuy,neutral
Aamiin,positive
Go go go!,positive
"@marcellinoexcell_ oke lets see aja, klo nanti pas piala asia sandy tetep cadangan ya emng sty nya aja yg ga becus make😂",negative
Kebiasaan emang negara konoha dah capek gw lihat tingkah laku di Instagram...,negative
Nt guys 👏👏👏,neutral
❤️🔥🔥,neutral
Gass🔥,positive
🔥🔥,positive
MAJU TAK GENTAR !,positive
Mantap! 🔥,positive
Ngahelap aslina bos,negative
bismilah deh ya,neutral
@harrysalisbury17 Alhamdulillah legend 🤲,positive
"@mariodelano 3,5 tahun aja bisa kalah tu Jepang, apalagi 90 menit",positive
@ahmdnbil_0 bang gol lagi 💔,negative
"Koq bukannya hoki caraka, witan atau adam alis ya..",negative
Perpanjangan kontrak sampai pns,positive
"Alhamdulillah,Next 3 points against Japan ❤️🤍",positive
@judebellimbing nonton dlu ya,neutral
Ayoo bisa! Yohh isoo yohhh🔥,positive
@r1nisjes Iwan Budianto,neutral
"Ini kalau performa Nadeo seperti kemarin, yang saya bacotin pasti Nabil dan Diego. Yakin!",neutral
@fathurrmnh hoax itu,negative
🔥🔥,neutral
Tombol Sandy Walsh layak dapat MOTM 👉,positive
Ayok dong fokus garuda pada laga 16 besar nanti fokussss utama nya dan kompak,positive
Bagoot for heading,neutral
Kepa from Indo 👏,positive
Bismillah 2 -0,positive
😭🔥,positive
🔥🔥🔥🔥,neutral
@aldopramanaputraa gerrrr,neutral
KAMI BANGGA.. TERIMAKASIH GARUDA 🇮🇩👍,positive
"Hubner keren, tidak bisa dilewati. Layak jadi Man of the Match",positive
Wajib menang sih biar ada kesempatan lolos 3 terbaik,positive
Arhan ganti shyene😢,negative
🙌👏,positive
"Perpanjang sty jangan tanggung ,😍😍😍😍",positive
STY STAY,neutral
Kalian hebat 🔥🔥,positive
🤩🤩,positive
"Hokky tolong disuruh gerak, malas banget, kayak nggak niat main.",negative
"Udah tau mental pemain lokal down, masih aja dipasang.",negative
🔥,neutral
@s.pattynama 😢,neutral
❤️🙌,positive
Terharu 🥹,positive
@petyyyns23 emng sandy dah pasti bagus ya ?,neutral
Kalo yang ini one shot one goal gak ya😁,neutral
Hokky lebih enak mainnya dri pada rafael,neutral
🔥🔥🔥🔥🔥🔥,positive
Coba yg ngebacot dri tadi mana??????,neutral
@st11one wkw,neutral
"@ahmadkhai_01 jiaahhg ngomongin sekolah segalaaa.. lo aja komen ga pake otak! ga bisa ngehargain pemain, ngerendahin pemain lain buat ngejunjung idola lo! 🖕🏽",negative
"Kenapak irak bisa menang dah dri jepang, bakal all out kan entar jepang ps ketemu kita 🗿",neutral
INDONESIA 🔥🔥🔥,positive
Half time harusnya bisa draw😫,negative
👏👏👏,positive
🔥🔥🔥,neutral
@reii_49 kata sapa dari sisi kiri semua apakabar dengan sisi kanan 😂,neutral
Bismillah besok indo menang 2:0,positive
Woww🔥,positive
hoki out lah jijik bngst,negative
"@aishwaryadevandra_ Kualitas pemain jauh, ngarep menang lawan Jepang, lawak lu kontol",negative
❤️❤️🔥🙌,positive
Lihat S11 gak yakin gw... Tapi tetap berharap & berdoa untuk 3 poin 🤲🏻🤲🏻🤲🏻,positive
🙌,positive
"Akhirnya ngerasain clean sheet, good job bro @nandoariiiss",positive
😭😭😭😭😭🇮🇩🇮🇩🇮🇩🇮🇩.,neutral
"@xadanielwicksn klw smpe sandy pas d afc ga main. Udh ga tw lg gmna sedihny jd sandy. Dia yg pling ngebet bela timnas, eh udh jd mlah jd pemain pelapis",negative
🫶🏻🫶🏻🫶🏻,positive
"@pendakilawas maklum bang, namanya juga anak-anak baru lulus SMA",neutral
Lemes mainnya. Wes gak kaget 🔥🔥🔥,negative
Struick blokkkk,neutral
"Pak tolong pak, tolong kali.. bg jordi aga diparkir dulu, bolak balik blunder ...😢..juga tolong sampaikan ke coach sty buat kasih kesempatan main shayne pattynama dan baggot main..plisssss😮😮 hamdalah lolossss",negative
💘💘💘💘💘,positive
@rfernando_ ternyata Hokky ga sehoki namanya😂,negative
"Support support support! Respect! Percaya proses, STY stay.",positive
Selidiki bang Jordi coba wkwk,neutral
"Tidak berharap lebih. Lolos grup alhamdulillah, kalau tidak lolos ya sudah maklum. Tiga pemain keturunan yang baru bergabung belum bisa main ya. Gantiin Dendy dan Witan",neutral
STY STAY!!!!,positive
Asnawi,neutral
#staySTY,positive
@xorain.urfav iya pas hoky sama Adam alis masuk Uda kek gak yakin taikk,negative
Indonesia meraih kemenangan perdana di Piala Asia 2023.,positive
"Babak pertama tenang adem, babak kedua buset serasa sport jantung pliss hoky kunciin dulu diwc itu peluang banyak bgt lu nendang kamana wae",negative
Asnawi duh ngapain maen,negative
"Jangan egois, main secara tim dan ngotot pasti bisa ngimbangin permainan Irak",positive
0-5,negative
Gila sih Indonesia mainnya🔥,positive
@hasnawii19 Tuh lihat mainnya. Malah kelas! Sebelum main jangan komen dulu.,neutral
Kelasss bgt mainnya hari ini🙌 tapii serius nanya kalo misal kalah dari aus udh gada kesempatan lagi kah?,neutral
Alhamdulillah Top Markotopp 🇲🇨😎💪,positive
Bismillah 🔥🔥😃🇮🇩 menang ini baru ok Nawi main sayap,positive
"Semangat terus, Indonesiaku! 🧡❤🧡 Jangan lupa tebak bola di produk 303.",neutral
@rizkybahtiarrr yoi tapi tertutup bg,neutral
Ewakooooooo,neutral
Lawan jepang gak muluk2 berharap indonesia 1-0 aja udh bisa lolos😂,neutral
Saya minimal ingin 7 poin. 🙌,neutral
Please #STYSTAY,positive
"Lanjut naturalisasi pak, coach @shintaeyong7777, jangan pakai lama 🤫",positive
Alllhamdulilllah....,positive
#STYOUT,negative
Jadi ingin menikah dengan orang Kyrgyzstan.,neutral
Lineup minn,neutral
@darius_sinathrya next semoga lionel&diego yang bela timnas 😇😇😇,neutral
Bapuk,negative
"Banyak peluang, asal dapat bola langsung tendang, putar badan langsung tendang",neutral
"Kalah dalam pertandingan, tapi menang di hati. Tetap semangat..! ❤️🤍🦅",positive
Gk kecewa sih liat indonesia kalah dengan perkembangan permainan luar biasa perbaikan lini depan sty 5 tahun lagiii @shintaeyong7777,positive
"Kasih semangat, Kapten! 🔥",positive
🔥🔥,positive
"ngeliat pertandingan Indonesia td malam sumpah deg""an sendiri, good Indonesia penguasaan mainnya, banyak peluang juga untuk kita.. tetap semangat dan yakin kalo kalian bisa melewati pertandingan"" selanjutnya lebih baik lagi ❤️ setelah ngeliat kalian saling support pas mau penalti demi apa merinding bgt. good job tim @pratamaarhan8 @rafaelstruick @justinhubner5 @ivarjnr @marselinoferdinan10 @rizkyridhoramadhani dan semua tim yg lainnya tentu good job juga untuk coach @shintaeyong7777 serta ketum pssi pak @erickthohir dan bapak @jokowi atas support penuh untuk garuda menduniaaaaaa ❤️",positive
@nurhidayah227 NAHKAN KALAH😂,negative
Dendy bisa apa woi mending lilipaly,negative
🔥👏🔥👏🔥👏,neutral
"Kenapa SANANTA ga pernah jadi starter coach, apakah sejelek itu SANANTA di mata coach STY 😂😂😂",neutral
Kapan ini?,neutral
🔥🔥🔥🔥🔥,positive
1-1 yooooo😍,positive
Gas!,positive
Nabil pun tersenyum 😂,neutral
@ozasaja_ bagaimana?,neutral
"Ty tim, STY stay plissss",positive
STY akan mengukir sejarah 🙏🏻,positive
02/01/2025,neutral
Pasti kalah g bkal menang bukan kelasnya,negative
"@dhnned Setuju, Bang. Masa iya dia mau begitu? Ini kan laga penting. Sebelum masuk, STY pasti sudah memberikan instruksi kepada Hokky.",neutral
Rungkad,negative
COME ON !! 🔥,positive
Bismillah come on Garuda 🔥🔥❤️,positive
STY stay,positive
🔥🔥,positive
"@surya_prtmaaaaa tolong komentarnya bisa yang memotivasi? Tolong ya, Mas. Tidak mudah loh jadi seperti mereka. Apa Anda yang mau menggantikan? Tidak usah sok tahu, kecuali Anda pelatih. Ketum saja mendukung, eh masih ada saja yang nyinyir...",negative
@suhemji197 Glory Glory 🔥,positive
👏👏,neutral
🔥🔥🔥,positive
Gol pertama ke gawang top 1 Asia👏,positive
@farrellinooo 🤼,neutral
😢😢,neutral
"Maen lu jelek grasa - grusu, maen lebih tenanglah @rafaelstruick",negative
😍😍😍,neutral
@sport77official tolong undang @mamat_alkatiri,neutral
@reza_fydptr vietnam di babak kedua menekan dan Indonesia tdk bisa keluar dari tekanan dan Indonesia memang butuh striker,neutral
Mantap,positive
@huseintanjung__ lu aja yg main bola pasti ga bisa wkwkw,negative
"Gak apa-apa, it's okay... 👏👏 Kalian sudah berjuang. 🔥🔥🔥 Terima kasih 🔥🔥🙌",positive
Marcelino gacor kang,positive
Sty stay 🔥🔥🔥,positive
Buat seluruh tim jangan lupa berdoa. Tunjukkan yang terbaik. Ya.,positive
Bismillah,positive
🔥🔥🔥🔥,positive
"Kenapa Saya merasakan kalah 1, seri 1, menang 1 itu bakal terjadi ya? Apakah benar akan seri melawan Jepang? Semoga menjadi kemenangan buat Indonesia🔥",neutral
"@mara.channel.125 yaudah, kamu saja yang main.",negative
@mellyqaaa Apalagi nonton kamu. 🤣,neutral
Prediksi Indonesia 2 vs 1 Jepang,positive
"Great 👍👍👍, korban berikutnya adalah Jepang! Ayo kalahkan Jepang seperti tahun 1945 😁",negative
@bungtowel8 menghilang dari lini 😂.,neutral
Arho ganteng amayy,neutral
Live di Ig dong min,neutral
"Keren, der 🔥👏",positive
45947,neutral
tmen ku minpi indo menang lawan jepang 2 - 1,neutral
sananta?,neutral
"Shayne in, ganti Egy.",neutral
@vikriiii2_ asli pertahanan solid tengah aman,positive
"Hanya ernando bisa bikin lebih tenang ketika nonton timnas, karena perform nya konsisten bagus. Kalo nadeo pas bagus ya bagus banget, tapi ketika agak turun perfomnya ya menghawatirkan. Semoga lebih konsisten lagi bagusnya nadeo",neutral
Hoki hoki hmm,neutral
❤️❤️❤️❤️❤️❤️❤️❤️,positive
@hokkycaraka_ perbaiki finishing💪,positive
Terimakasih garuda👏🏻,positive
Kita tetap bangga 👏👏👏👏,positive
STY Out,negative
"@bayyuuu_7 wkwk kenapa lu, Bang? Sinting. 🤣",neutral
Shyen 😍,neutral
"@rony.firdaus19 main bola pakai kata andai andai. Yaudah andai Indonesia gak punya gawang, auto menang dah kita 🗿",neutral
pembuktian abang sandyy,positive
@m.ramadhansn,neutral
STY Target completed 😂😂😂😂😂,neutral
Pantas 👏👏,positive
@dragonwest77 harus nya yg di ejek witan terus ngikut sih 😂,neutral
ahhh proud🔥 semangat team 🙌❤️,positive
Lebih masuk akal liverpool juara liga inggris dibanding Indonesia lolos atau bermain Bagus 😂😂,negative
"EGY , kartu mati😢",negative
Kenapa asnawai,neutral
🔥🔥,positive
👏,positive
🔥🔥🔥,positive
"Terima kasih, Garuda. Evaluasi dan mari menatap agenda besar selanjutnya 🇮🇩🔥.",positive
@andikurniawan8 cek akun @indonesiastats,neutral
Gw Ampe tahan mau boker gak jadi keluar 😂😂😂😂,neutral
@syarif.elfaz jamet caper,negative
Emang anak emas,negative
@feris00 GA BERSYUKUR❗️,negative
Percepat lawan Jepang 🔥,neutral
🙌🔥🔥,positive
Setuju bang,neutral
"No Choky Charaka! 👎❌ Jangan dimasukkan lagi, Coach! @shintaeyong7777",negative
"@dickypatria_ bener, tolong media apapun gosah minta pendapat towel, ga guna. Dia lagi cari makan tu",negative
@akhmdfrrz liat aj siapa yang cetak gol!!,positive
@justinhubner5 lu maennya GG bang... Adakah 100 bang😂,positive
@sofyan_ardi betul.,neutral
"Ini mah kalau mainnya kayak gini, warga RT gua juga pede menang lawan @timnas.indonesia",negative
Masih heran kenapa si dendi masih blm d suruh pulang.. 👏,negative
Perpanjang sty pak😢,positive
#STYSTAY,neutral
Var apaan kaya gtu gilaaa gilaaa astagfirullah,neutral
@kaaefhillya24 komo si hooky ni sebel,neutral
Guriiih Chief!!!! ❤️,positive
2/3 tahun lagi gua yakin ini tim bisa terbang tinggi,positive
Yahhh masa egy,neutral
Hajar sampai akhir! 🔥,positive
@redaerhandhika 😂😂😂,neutral
🔥,positive
Lemparan sudut Indonesia gak dihitung 😂,neutral
🔥❤️,positive
@thogden thankyou bro❤️,positive
Timnas kita peringkat 3 terbaik saat ini dengan 3 poin. Otw ke babak 16! 🔥🔥,positive
TUMPULLLL 🗿,negative
"@hilal13hm Egy hebat, sungguh.",positive
🔥🔥❤️,positive
@claraangelina9597 lu jadi pelatihnya aja,negative
@hi.cmiiw_ jangann sekalii pengenn berkali-kali,neutral
"Udah bagus parah sih, cuma menurut gua, ini menurut gua ya, awal babak pertama kalau mainnya lebih ngotot bisa sih curi-curi peluang, kayak di babak kedua",neutral
Knpa di bantai woy 😮🔥🔥🔥🔥🔥🔥🔥🔥,negative
"Gush banyak ngomong ini itu, yang jelas lawan Vietnam, sudah wajib menang, dengan catatan Vietnam lawan Irak kalah,,, sudah diam semua, adapun Indonesia gak lolos ya sudah fokus ke Piala Dunia aja, masih ada event yang lebih besar yang masih realistis buat diharapkan, di Piala Asia kita lawan 2 raksasa, di Piala Dunia kita cuma lawan Irak,,, ya walaupun lolos kita masih ada ronde berikutnya tapi minimalnya kesempatan buat lanjut ke ronde berikutnya lebih besar",neutral
🔥🇮🇩❤️,positive
@giusega67 ya mudah2an pemain kita bisa ambil pelajaran dri lawan Jepang tdi utk lbh memperkuat mental dan ketenangan sm bljr utk control bola yg baik bahkan lengket bgt kyk Jepang,neutral
Semoga lawan Jepang menang.. Aamiin,positive
"@yoga_mahendra.18 benar Bg, sangat disayangkan Peran Saddil sangat Penting. ya mau gimana lagi cepat pulih Saddil🥲",neutral
🤍,neutral
The best Cak @nandoariiiss 😁💪🔥🔥👏👏,positive
"Gpp kalah sama Iraq, gpp kalah sama Jepang, gpp gugur di fase penyisihan grup. Yang penting jangan sampe kalah sama Nguyen FC Vietnam 👊✊💪🏾",positive
👏👏,positive
👏👏👏😍😍😍,positive
Terbang Tinggi Garuda👏,positive
@waypratamaa jangan gitu lah bang ntar kakek sugiono marah 😆,neutral
NGERII GINI KING INDO🔥,positive
Puji Tuhan👏,positive
"@voltvelt44 lah BEGOO, pahami kata2 gua begoo!!",negative
Sananta mana woy,negative
"Kelemahan, kebanyakan gaya lama-lama dengan bola.",negative
Sudah terkenal banyak follower cocok untuk mendapatkan trophy Galatama,neutral
"Bangga pada Sandy Walsh kadang disia-siakan, tidak menyerah, akhirnya bikin gol di kancah Piala Asia. Patriot sejati",positive
🔥🔥,positive
🙌,neutral
Gokil Hubner,positive
"Masih banyak pertandingan berikutnya, jangan terlalu bangga untuk saat ini wahai burung Garuda😢 ku Indonesia,,",neutral
#staysty,neutral
GOODBYEEEE,neutral
Alhamdulillah 🔥🔥🔥,positive
Bismillah 3 points 🇮🇩🔥❤️,positive
Lah,neutral
Rafael outtttt,negative
"Sandi walsh dan jordy amat ni bos, ngantongin pemain vietnM",neutral
@skrns87 cuma fans tolol yg begini,negative
🔥👏👏,positive
🔥🔥🔥,positive
"Pesimis deh ada LORD DENDY,,ga ada yg lain apa selain dia top skor liga 1 ya juga enggak",negative
"Waduh agak lain starting-nya, berharap kaya kemarin cuma ganti Shayne sama Sananta di depan",neutral
Rafael kocak bgt gocak gocek ga pernah belajar lol,negative
Egi udahan dulu ya main nyh,neutral
@s.pattynama @sandywalsh @justinhubner5 @rafaelstruick @elkanbaggott @ivarjnr @jordiamat5 🔥🔥🔥🔥🔥🔥,positive
"Sedih juga jadi fans sananta, yang ditunggu-tunggu tapi tak kunjung dimainkan 😢",neutral
@bungtowel8 cocot jogonen,neutral
masih mending sadil ketimbang adam alis 🥱,negative
Sananta nda masuk squad terus 🥲,neutral
"@hy_ikiii kalau masih dimomong emak lu, HP-nya jual, belum cukup umur. Gua banting juga HP lu, tod",negative
"@ardians_24 kasih semangat saja, Mas",positive
"Demi Allah Indonesia main udah keren banget, emang Iraqnya neken terus",positive
@diiiiickyyyyy NT kok terus,neutral
"@offdayweek Riski Ridho ngawur, crossing-nya tidak bisa.",negative
"Telfon Jepang, besok langsung atur jadwal jangan kelamaan 🙏",neutral
Bangkai,negative
Go go go,positive
"@rikyrisya ya Allah bang masih aja 😭 percayakan ke pelatih bang, mending sekarang banyakin doa bantu timnas 😂",neutral
Marselino sama witan kebanyakan gocek2 kebiasaan pemain indo 😢 struick kelamaan pegang bola juga 😢 yakob sayuri gacor 🔥 ivar jenner efisien pergerakan & umpannya 👏,negative
🔥,neutral
Vision+ niat nayangin kagak? Iklan mulu,negative
"@sendiphros Makanya main bola dulu, Bos, biar tahu rasanya. Jangan cuma nonton dan mengkritik saja, hehe.",negative
Pertahankan sty!!!!,positive
🔥🔥🔥,positive
Min kabar jordi amat gimana semoga baik baik saja🙏😔,neutral
"@slwxng_ Serba salah, hmm.",neutral
@__herdiana tau dari mana bang?,neutral
Berikan Yg terbaik❤️,positive
Kick off jam broa,neutral
Bismillah EGY MV @egymaulanavikri mode @leomessi,positive
Tuntaskan pertandingan terakhir 👏,neutral
Hey @manchesterunited please buy this boy 🔥🔥🔥,positive
"Hokky ngapain, Bejir? 😢😂",neutral
"Menyala, Abangku! 🔥",positive
Kasi kejutan buat Jepang🔥,positive
Bocil pansos.,negative
Striker Indonesia di mana?,neutral
🔥🔥,positive
Kapan nyerangnya😢 long pass mulu😢 mau sampai kapan,negative
"Ridho, Amat, Baggott, Hubner, Asnawi, Arhan, bek semua, mau menang dari mana? 😄",negative
Asnawi ganti Sandy.,neutral
"Marcelino ini main taktis biar gak selalu kehilangan bola apa gak bisa ya? Sering heran gocek mulu, giliran posisi sudah dioper ke temennya, di samping umpannya jelek karena terlalu dipaksakan, ngontrolnya juga susah. Alhasil bola hilang, sering banget seperti itu. Main bola sambil mikir Marcel, biar ga ngerugiin tim terus.",negative
bismillah 3 poin,positive
Definisi rezeki gak akan kemana,neutral
"tidak ada tempat mendarat, tetaplah mengudara garuda, semangat lurr!!",positive
#stystay,positive
Basi komentar kayak gini,negative
Mampus pemuja Pattynama.,negative
"""@nikojuliadi_ kỳ Nằm mơ đi. It ain't gonna happen😂""",negative
Pattynama akhirnya! 🔥🔥 @hafid_mhmd11,positive
🔥🔥,neutral
@diegomichiels24 p😂,neutral
"@oshima_sen yang kolot itu STY kocak, udah ada pemain label Eropa malah masukin anak emas, kocak kolot",negative
@apryanmaulana4 udh ganti channel namanya timnas Indonesia,neutral
"@ghalifmahesa kalau goblok, jangan diumbar, Bang.",negative
Oke Pattynama starting 11,neutral
Kiper,neutral
🔥🔥👏👏👏,positive
Ndakpapa.. kalian sudaaahhhh berjuang . We love you timnas..😍🔥🔥,positive
"Bawa pulang ke rumah saja, Lino, bolanya.",neutral
Maju tak gentar!,positive
"@ghalifmahesa klo baperan, ngapain dipilih utk jadi pengganti tong? Lu kali baperan… 😂",negative
🔥🔥🔥🔥,positive
"Nah, begini Min, minimal fotonya Rafael dipajang.",neutral
Gws mas nando,positive
Pokoknya Vietnam tanpa PHS itu tidak ada yang spesial.,neutral
@hy_ikiii ih tolol bgt si lu,negative
Sandy wals 🔥,positive
Bahaya gk punya gelandang pengangkut air alisa gelandang bertahan yg bertugas memutus serangan lawan di garis awal 😢,negative
"Nih Vietnam badan kayak kertas, mudah letoy",negative
Godjob banget buat Ernando! Keren banget jadi kiper! 🔥🔥🔥,positive
Mana yang kemarin nyinyir tentang kapten?,neutral
01 pasti menang dong. 🤍🤍,positive
@syifawahyup1998 butut strikerna kuduna si agung,negative
@rifan_priananda ga sia-sia datang ke stadion🤩,positive
🔥,neutral
🔥,positive
3 pemain lainnya kemana? Kan 26,neutral
"perasaan sangat ingin lolos 16 besar dan menang di laga pertama, tapi hati kecil tidak yakin",neutral
🔥🔥👏,positive
WOW WOW WOW WOW WOW WOW! 🔥🔥🔥,positive
Awali babak pertama dengan kemenangan 🔥🔥 vamoss,positive
Sandy Wals ❤️🔥,positive
"Gaya lu kayak ikut berdonasi saja, mendang-mending.",negative
"@kharmiladwiyanti Hoky pandai mencari ruang, tapi Rafael lari saja malas. 😂",negative
@william28._wil * Sandy,neutral
"Finishing dan ketenangan lini depan kita kayaknya perlu diasah lagi 😢, padahal ada beberapa kesempatan buat nambah goal andai pemain depan kita lebih tenang",negative
❤️,neutral
Bismillah 🙌🔥,positive
🔥🔥🔥,positive
"Asli, Sananta itu striker CF lokal terbaik kita di liga, tapi STY tidak pernah mau mainkan. Padahal pengen banget lihat dia main sebagai starter.",negative
"@anwa.naufal mending main diawal diganti kebabak kedua kalo gitu, jgn dimainin dibabak kedua kurang maksimal",negative
EWAKO GARUDA... KEEP FIGHT... N WISH YOU LUCK... 🔥🔥🔥,positive
👏👏👏👏👏👏👏👏,neutral
udh 2-1 🙄😌,neutral
Selamat dan terima kasih garuda 🥰🥰😘😘,positive
Rafael ini apa sih dia... Ya Tuhan... Bingung sendiri,negative
Indonesia 🔥,positive
"Jangan kasih ampun, Garuda!",positive
👏🔥🔥,positive
Kaptennya tidak bisa passing! 😡,negative
Selesai permainan 😂,neutral
"80% warga Indonesia ingin perpanjangan kontrak coach STY, 20% lainnya terus berteriak STY out. Lihat postingan ini, pasti panas! 🔥🔥🔥🤣",neutral
Gas yok 2-1,positive
@afganargani apdet atuh ang🙈,neutral
Feeling lolos 3 terbaik. InsyaAllah,positive
Ngeri Cok Vietnam. Bisa2 peringkat ke 4 nih king indo,negative
"Selamat utk Indonesia, walaupun lolos dari posisi ke 3 terbaik🤣🤣",neutral
Ｇ 4 ＲＵＤ Ａ Ｈ 0 ＫＩpaling terbaik,positive
TERIMAKASIH ATAS PERJUANGANNYA GARUDA...,positive
It's okay kalian tetep yg terbaik karena udah berusaha sejauh ini🤍✨,positive
"@huseintanjung__ anak yatim, ngrugiin orang tua diem aja, irinya jangan terlalu diumbar sama yang berprestasi",negative
"Wehh,, MANTAP kali bah.. Indonesia semakin maju",positive
👏👏,positive
@aimmrynt_ itel,neutral
"@rizkybahtiarrr Bismillah, tetap optimis.",positive
Sty stayyyyyy🔥🔥🔥🔥🔥,positive
@fy.syasmita Real,neutral
"@sholihiin19 1-1, bro! 🔥👏 Doakan agar mendapat hasil terbaik.",neutral
@ahmadnabil_alkaff ajarin bib,neutral
"Lolos dg JALUR LANGIT,,, STY STAY😍❤️",positive
@suwonfc bisa banget nyari traffic-nya.,negative
🔥🔥🔥🔥,neutral
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,positive
PERPANJANG STY 🙌,positive
Match ketiga pakai jersey HITAM 🔥,neutral
Greget nontonnya.. keren👏 ayo terus bangkit Timnas Garuda🔥🔥,positive
AWOAKWOK 😭,neutral
🔥🔥🔥,neutral
